rule_id,cwe_id,is_string_concat,is_parameterized_query,has_sanitizer_nearby,in_test_file,is_in_vendor_or_generated_dir,taint_source_distance,function_complexity,code_snippet_length,variable_name_entropy,is_user_input_direct,has_type_validation,is_third_party_lib_call,same_finding_seen_before_count,developer_dismissed_similar_before,file_change_frequency,is_authenticated_endpoint,label
hardcoded-secret,CWE-798,1,0,1,0,0,18,4,26,2.23,0,1,0,7,0,10,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,3,5,153,3.4,0,0,1,4,0,19,0,1
path-traversal,CWE-22,0,1,0,0,0,12,17,259,3.65,1,0,1,6,0,14,1,0
sqli-concat,CWE-89,1,0,0,1,0,2,2,198,2.89,1,0,0,9,0,10,0,1
xss-unescaped,CWE-79,0,1,1,0,1,5,20,316,2.75,0,1,1,4,0,5,1,0
hardcoded-secret,CWE-798,0,0,0,0,0,5,22,70,2.45,0,0,0,7,0,25,1,0
ssrf-request,CWE-918,0,1,0,0,0,12,24,56,2.19,1,1,1,9,0,34,0,0
ssrf-request,CWE-918,1,0,1,0,0,17,14,261,3.35,0,1,0,9,0,47,1,0
path-traversal,CWE-22,0,0,0,0,0,11,6,82,1.69,0,0,1,4,1,33,0,0
xss-unescaped,CWE-79,0,0,0,0,1,14,7,370,4.36,0,0,1,10,0,8,1,0
ssrf-request,CWE-918,0,1,0,0,0,9,4,257,2.69,1,0,1,3,0,50,0,0
path-traversal,CWE-22,1,0,0,0,0,1,8,334,3.6,1,0,0,8,1,1,1,1
ssrf-request,CWE-918,0,1,0,0,0,17,19,60,1.82,0,0,0,9,1,10,0,0
path-traversal,CWE-22,0,1,1,0,1,11,25,30,1.71,1,1,1,1,0,1,1,0
path-traversal,CWE-22,1,0,1,0,0,3,3,351,2.19,1,0,1,9,0,6,1,1
ssrf-request,CWE-918,0,0,0,0,0,7,12,380,3.33,1,1,1,2,1,27,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,20,25,139,3.22,0,1,0,7,1,12,0,0
ssrf-request,CWE-918,1,0,0,0,0,1,8,222,2.36,0,0,1,2,0,22,1,1
sqli-concat,CWE-89,1,0,1,1,1,13,22,252,2.77,1,0,0,7,1,20,0,0
xss-unescaped,CWE-79,0,0,0,0,0,11,24,190,2.81,1,0,0,1,1,23,0,1
xss-unescaped,CWE-79,0,1,0,0,0,19,6,90,4.38,1,0,0,4,0,27,0,0
sqli-concat,CWE-89,0,1,1,0,0,18,2,166,3.82,1,1,1,4,0,23,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,19,5,375,2.2,0,0,1,4,0,42,0,0
ssrf-request,CWE-918,1,0,1,0,0,2,16,178,4.02,0,0,0,7,1,43,1,0
hardcoded-secret,CWE-798,0,0,0,0,0,11,14,291,4.48,1,1,0,3,1,46,1,1
hardcoded-secret,CWE-798,1,0,1,0,0,5,27,78,3.97,0,1,0,9,1,37,0,0
hardcoded-secret,CWE-798,1,0,1,1,0,7,28,204,2.92,0,0,0,10,0,23,1,0
ssrf-request,CWE-918,1,0,0,0,0,11,17,81,4.49,1,1,0,5,0,16,1,1
path-traversal,CWE-22,0,1,1,0,0,2,23,49,1.94,0,0,1,8,0,41,0,0
path-traversal,CWE-22,1,0,0,0,0,8,26,96,3.49,1,0,0,1,1,46,1,1
path-traversal,CWE-22,0,0,0,1,0,6,8,379,1.9,0,1,1,4,0,39,0,0
xss-unescaped,CWE-79,0,0,0,0,0,7,10,302,2.07,0,1,0,8,0,21,1,0
insecure-deserialize,CWE-502,1,0,0,0,0,12,16,120,1.57,0,1,0,7,0,5,1,0
path-traversal,CWE-22,1,0,0,0,0,19,24,390,1.65,0,1,0,8,0,10,1,1
hardcoded-secret,CWE-798,0,0,0,0,0,10,21,397,2.93,1,0,0,1,1,48,1,1
insecure-deserialize,CWE-502,1,0,1,0,0,12,3,211,4.21,1,1,1,9,0,5,1,0
sqli-concat,CWE-89,1,0,0,0,0,8,17,229,1.77,0,1,0,0,0,14,0,1
xss-unescaped,CWE-79,0,1,0,0,0,11,19,329,3.67,1,0,0,5,1,1,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,1,20,108,4.06,1,0,0,6,0,3,1,1
sqli-concat,CWE-89,0,1,0,1,0,3,23,139,3.39,0,0,0,10,0,22,1,0
xss-unescaped,CWE-79,0,1,1,0,0,14,23,191,2.7,1,1,0,1,1,5,1,0
xss-unescaped,CWE-79,0,1,1,0,1,13,30,115,2.0,1,0,0,8,1,13,1,0
insecure-deserialize,CWE-502,0,1,0,0,0,19,7,317,4.1,0,1,0,7,0,3,0,0
path-traversal,CWE-22,1,0,0,0,0,11,19,381,3.48,0,1,0,3,0,9,0,0
insecure-deserialize,CWE-502,0,0,1,0,0,5,21,160,3.42,0,1,1,2,1,43,0,0
sqli-concat,CWE-89,1,0,1,0,0,14,4,340,2.44,0,0,0,9,0,44,1,0
ssrf-request,CWE-918,0,1,0,0,0,20,21,308,3.23,0,0,0,6,0,39,0,0
sqli-concat,CWE-89,0,1,1,0,0,9,29,106,3.72,1,0,0,2,1,5,0,0
xss-unescaped,CWE-79,1,0,1,0,0,6,13,222,3.87,0,1,0,2,1,10,1,0
xss-unescaped,CWE-79,0,0,1,0,0,1,18,221,2.78,0,1,0,6,0,3,0,0
insecure-deserialize,CWE-502,0,1,0,0,1,1,24,367,2.13,0,1,0,10,0,31,0,0
xss-unescaped,CWE-79,1,0,1,0,0,20,7,286,2.64,1,0,0,2,0,34,1,1
path-traversal,CWE-22,1,0,1,0,0,14,7,206,3.6,0,0,0,1,1,8,1,0
ssrf-request,CWE-918,1,0,0,0,0,11,9,121,1.87,0,1,1,9,0,10,0,0
sqli-concat,CWE-89,1,0,0,0,0,20,28,133,2.02,0,1,0,10,0,36,0,0
ssrf-request,CWE-918,0,1,0,0,0,8,28,94,2.46,1,1,0,0,0,7,0,0
xss-unescaped,CWE-79,0,0,1,0,0,1,28,125,3.26,0,0,1,6,1,32,0,0
path-traversal,CWE-22,1,0,0,1,0,17,12,189,3.72,1,1,0,1,0,1,1,0
ssrf-request,CWE-918,0,0,1,0,0,1,26,357,2.39,1,0,0,3,1,6,1,0
ssrf-request,CWE-918,0,1,1,0,0,7,12,324,3.51,0,1,1,10,1,15,0,0
xss-unescaped,CWE-79,1,0,0,1,0,7,28,388,2.48,1,1,0,8,0,10,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,6,16,298,1.51,1,1,1,8,0,41,1,0
path-traversal,CWE-22,1,0,0,0,0,17,12,386,2.45,0,0,0,3,0,25,0,1
insecure-deserialize,CWE-502,1,0,0,0,0,11,11,177,2.57,0,1,0,1,1,11,0,0
insecure-deserialize,CWE-502,1,0,0,1,0,11,1,331,2.41,0,0,1,8,0,45,0,0
sqli-concat,CWE-89,0,0,0,0,0,12,2,359,2.41,0,0,0,5,0,46,0,0
insecure-deserialize,CWE-502,0,0,1,0,0,11,12,71,3.24,1,0,0,4,0,26,1,0
ssrf-request,CWE-918,0,1,1,0,1,5,23,388,4.03,1,1,0,2,0,23,0,0
sqli-concat,CWE-89,0,1,0,0,0,5,14,285,2.41,1,1,1,6,1,37,0,0
sqli-concat,CWE-89,0,1,1,0,0,15,11,197,4.0,1,1,0,1,0,38,0,0
path-traversal,CWE-22,1,0,1,1,0,3,13,104,3.93,0,0,1,3,1,35,1,0
xss-unescaped,CWE-79,0,1,0,1,1,15,11,330,3.81,1,0,0,1,0,49,1,0
ssrf-request,CWE-918,1,0,0,1,0,16,3,125,4.06,1,1,0,10,0,19,0,1
path-traversal,CWE-22,1,0,1,0,1,7,9,63,1.81,1,1,1,2,0,34,1,0
sqli-concat,CWE-89,1,0,1,0,0,5,24,23,2.69,1,1,0,5,0,1,0,1
path-traversal,CWE-22,1,0,0,0,0,14,1,185,2.59,1,1,0,7,0,8,0,1
path-traversal,CWE-22,0,1,0,0,0,13,27,285,2.57,1,1,0,9,1,41,0,0
ssrf-request,CWE-918,1,0,1,0,0,16,23,244,3.9,0,1,0,7,0,17,1,0
sqli-concat,CWE-89,1,0,0,0,0,14,1,28,3.17,0,1,0,3,1,46,0,0
sqli-concat,CWE-89,0,1,1,0,1,15,21,241,1.57,1,1,0,0,0,44,1,0
insecure-deserialize,CWE-502,0,1,0,0,0,16,9,359,1.96,0,0,0,0,0,18,0,0
ssrf-request,CWE-918,0,0,0,0,0,16,28,381,2.56,1,0,1,2,1,1,0,1
xss-unescaped,CWE-79,1,0,1,0,0,17,13,57,3.97,1,0,1,6,0,18,1,1
ssrf-request,CWE-918,0,0,0,0,0,5,12,119,3.83,1,0,0,5,0,34,1,1
ssrf-request,CWE-918,0,0,0,0,0,12,4,196,2.9,0,1,0,6,0,12,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,12,22,39,2.83,0,0,0,3,1,42,1,0
sqli-concat,CWE-89,1,0,1,0,0,10,15,224,2.6,1,1,1,7,0,0,1,0
ssrf-request,CWE-918,0,1,1,1,0,7,15,28,4.24,1,1,1,7,1,12,0,0
path-traversal,CWE-22,1,0,0,0,0,6,12,205,1.86,1,0,0,2,0,36,0,1
ssrf-request,CWE-918,0,0,0,0,0,13,8,318,3.54,0,0,0,3,0,17,0,0
hardcoded-secret,CWE-798,0,0,0,0,0,1,15,356,2.92,0,1,0,9,0,12,1,0
hardcoded-secret,CWE-798,0,1,0,0,0,6,9,149,4.22,1,0,0,7,0,9,1,0
path-traversal,CWE-22,1,0,0,0,0,5,4,160,2.46,0,0,0,3,1,2,0,1
ssrf-request,CWE-918,0,1,0,0,0,15,6,146,2.53,1,0,0,4,0,20,1,0
xss-unescaped,CWE-79,1,0,0,0,1,11,7,56,4.28,1,1,1,6,0,19,0,1
hardcoded-secret,CWE-798,1,0,0,1,0,16,4,240,3.16,0,1,0,0,1,47,1,0
ssrf-request,CWE-918,1,0,1,0,0,13,12,33,1.66,1,1,1,4,1,30,1,0
sqli-concat,CWE-89,1,0,0,0,0,1,11,177,2.23,0,0,0,8,0,16,1,1
insecure-deserialize,CWE-502,0,0,0,0,0,18,28,41,2.82,1,1,0,10,0,43,0,1
ssrf-request,CWE-918,0,0,1,0,1,19,27,239,3.89,0,0,0,8,0,26,1,0
path-traversal,CWE-22,0,1,0,0,0,2,3,292,2.73,0,1,1,9,0,41,1,0
ssrf-request,CWE-918,1,0,0,1,0,4,23,150,1.57,1,0,0,10,0,2,0,1
path-traversal,CWE-22,0,1,1,0,1,10,13,97,1.91,0,1,0,6,0,36,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,13,17,150,3.2,0,0,0,5,0,29,0,0
hardcoded-secret,CWE-798,1,0,0,1,0,10,6,294,3.94,1,1,0,1,1,49,0,0
sqli-concat,CWE-89,1,0,1,0,0,6,15,333,1.78,1,0,0,0,1,32,1,1
path-traversal,CWE-22,0,0,0,0,0,7,10,306,1.87,0,1,0,3,1,12,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,5,3,241,2.59,0,0,0,7,1,48,0,1
xss-unescaped,CWE-79,1,0,1,0,0,17,21,326,2.52,1,0,1,0,0,15,1,1
insecure-deserialize,CWE-502,0,1,0,0,0,6,20,272,1.81,1,0,0,8,0,13,1,0
insecure-deserialize,CWE-502,0,0,0,1,0,4,23,299,4.08,0,0,0,4,1,29,0,0
insecure-deserialize,CWE-502,1,0,1,1,0,7,6,67,1.96,1,1,0,4,0,13,0,0
xss-unescaped,CWE-79,0,1,0,0,0,11,24,35,4.02,1,0,0,1,0,29,0,1
xss-unescaped,CWE-79,0,1,0,0,0,2,15,131,3.04,0,1,0,5,0,50,1,0
sqli-concat,CWE-89,1,0,1,1,0,1,29,335,2.4,1,1,0,3,1,35,0,0
sqli-concat,CWE-89,1,0,0,0,0,3,8,24,1.52,0,1,1,1,0,41,0,1
path-traversal,CWE-22,0,0,1,0,0,4,12,244,3.28,1,0,0,8,1,20,0,0
path-traversal,CWE-22,0,1,1,0,0,6,7,24,3.84,1,0,0,3,0,0,0,0
sqli-concat,CWE-89,0,0,1,0,0,9,4,342,4.38,0,0,0,2,1,48,1,0
sqli-concat,CWE-89,0,0,0,0,0,18,19,195,4.28,1,0,0,1,1,3,0,1
ssrf-request,CWE-918,0,1,1,0,0,18,13,25,2.71,0,1,0,4,0,1,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,20,30,336,2.29,1,1,1,9,0,1,0,0
path-traversal,CWE-22,1,0,1,0,0,14,11,367,3.17,0,1,0,9,0,48,1,0
xss-unescaped,CWE-79,1,0,1,0,0,14,15,289,4.46,0,1,0,6,0,22,0,0
ssrf-request,CWE-918,1,0,0,0,0,10,25,388,2.13,0,1,0,1,0,29,1,0
ssrf-request,CWE-918,0,1,0,0,1,20,17,208,2.02,1,1,0,0,0,36,0,0
xss-unescaped,CWE-79,0,1,1,0,0,13,7,343,3.09,0,0,1,7,0,5,1,0
insecure-deserialize,CWE-502,1,0,0,0,0,19,28,79,1.56,1,1,0,8,0,14,1,1
hardcoded-secret,CWE-798,0,0,0,0,1,1,18,181,2.87,0,1,0,2,0,32,1,0
hardcoded-secret,CWE-798,0,0,1,0,0,17,13,44,2.04,0,1,1,1,0,44,1,0
ssrf-request,CWE-918,0,1,0,1,0,8,6,355,3.0,1,1,0,7,0,16,0,0
ssrf-request,CWE-918,1,0,0,0,0,6,17,233,1.76,0,1,0,0,0,30,1,0
ssrf-request,CWE-918,0,1,1,0,1,6,27,177,1.81,1,1,0,0,0,33,1,0
ssrf-request,CWE-918,0,1,1,1,0,5,23,171,1.87,1,0,0,7,0,27,0,0
path-traversal,CWE-22,1,0,1,0,0,18,19,90,2.58,1,1,1,1,0,23,0,1
sqli-concat,CWE-89,1,0,0,1,0,20,30,324,4.4,0,0,0,10,1,43,0,0
sqli-concat,CWE-89,1,0,1,0,0,12,9,298,2.13,0,1,0,9,0,18,0,0
hardcoded-secret,CWE-798,0,1,1,0,0,14,13,362,4.24,1,1,1,2,0,43,0,0
ssrf-request,CWE-918,1,0,1,0,0,4,26,146,3.46,0,1,1,4,0,37,1,0
sqli-concat,CWE-89,0,1,1,1,0,18,28,203,3.4,1,0,0,7,1,41,1,0
xss-unescaped,CWE-79,1,0,0,0,0,17,13,62,2.47,1,0,0,0,1,16,1,1
ssrf-request,CWE-918,0,1,0,0,0,16,1,246,3.07,0,0,1,1,0,7,0,0
path-traversal,CWE-22,0,1,0,0,0,17,6,384,3.68,1,1,0,10,0,1,1,0
path-traversal,CWE-22,1,0,0,0,0,2,21,51,3.1,0,0,0,2,0,0,1,1
xss-unescaped,CWE-79,0,0,0,0,0,1,26,216,4.0,0,0,0,4,0,9,1,1
insecure-deserialize,CWE-502,1,0,0,0,0,12,13,178,2.52,1,0,0,9,0,9,1,1
ssrf-request,CWE-918,0,0,0,0,0,8,20,349,4.01,0,1,1,4,1,15,1,0
ssrf-request,CWE-918,0,0,1,0,0,4,30,349,3.03,0,1,0,5,0,30,1,0
hardcoded-secret,CWE-798,0,1,1,0,0,10,23,186,3.68,1,1,0,6,0,41,0,0
path-traversal,CWE-22,0,1,1,0,0,6,22,345,2.7,0,1,0,5,0,1,0,0
insecure-deserialize,CWE-502,1,0,1,1,0,1,1,164,3.52,1,0,0,7,0,5,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,17,17,127,3.33,0,0,0,1,0,42,1,0
ssrf-request,CWE-918,1,0,0,0,0,8,11,90,4.12,0,1,0,6,0,37,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,1,24,319,3.25,0,0,1,10,0,19,1,0
xss-unescaped,CWE-79,0,0,1,1,0,5,22,193,1.84,0,0,0,10,0,15,1,0
ssrf-request,CWE-918,0,0,0,0,0,8,20,299,3.71,0,1,0,9,0,31,0,0
path-traversal,CWE-22,1,0,1,0,0,7,18,299,4.09,1,0,0,7,0,32,1,1
path-traversal,CWE-22,1,0,0,1,0,5,14,274,3.09,1,1,0,8,1,24,0,0
path-traversal,CWE-22,0,0,1,0,0,8,4,177,2.81,0,0,1,8,0,43,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,13,26,147,3.46,1,1,1,9,0,6,1,0
hardcoded-secret,CWE-798,1,0,1,0,1,15,8,292,4.15,0,1,0,7,0,6,0,0
hardcoded-secret,CWE-798,0,1,1,0,0,17,24,245,3.74,0,0,0,3,0,3,0,0
hardcoded-secret,CWE-798,0,1,1,1,0,15,21,108,3.09,1,1,1,8,0,49,0,0
path-traversal,CWE-22,0,0,0,0,0,10,24,349,3.6,0,0,0,6,0,29,0,0
path-traversal,CWE-22,0,0,0,0,0,18,16,84,1.84,0,1,0,9,0,34,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,3,15,119,2.09,0,1,1,4,1,35,0,0
path-traversal,CWE-22,0,1,1,0,0,17,22,206,2.65,0,1,0,4,1,15,1,0
xss-unescaped,CWE-79,0,1,0,0,0,2,27,318,3.99,0,1,0,3,1,28,0,0
hardcoded-secret,CWE-798,0,0,1,1,0,19,6,195,3.59,0,1,0,5,0,16,0,0
ssrf-request,CWE-918,0,0,1,0,0,5,3,131,2.79,0,0,0,3,0,32,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,6,5,259,2.76,0,1,1,6,0,28,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,15,2,272,2.97,1,0,0,3,0,35,1,1
sqli-concat,CWE-89,0,1,0,0,0,5,7,58,4.13,1,0,0,7,0,32,1,0
path-traversal,CWE-22,1,0,1,0,0,11,11,32,2.59,0,1,0,2,0,32,0,0
insecure-deserialize,CWE-502,1,0,0,1,0,12,24,52,1.74,1,1,0,5,1,0,1,0
path-traversal,CWE-22,1,0,0,0,1,6,11,173,3.46,0,0,0,6,0,36,1,0
insecure-deserialize,CWE-502,1,0,0,0,0,15,20,237,3.57,1,0,1,5,0,6,1,1
path-traversal,CWE-22,0,0,0,0,1,20,15,241,4.42,0,1,0,10,1,41,1,0
xss-unescaped,CWE-79,1,0,0,0,0,19,27,301,2.56,1,0,0,2,0,33,1,1
ssrf-request,CWE-918,0,0,1,0,0,12,4,34,3.83,0,1,0,7,0,32,0,0
hardcoded-secret,CWE-798,0,0,0,0,0,5,28,272,3.59,0,0,1,1,0,26,0,1
insecure-deserialize,CWE-502,0,0,0,0,0,17,9,298,2.61,0,0,1,8,0,9,1,0
sqli-concat,CWE-89,0,1,1,0,0,19,13,161,3.14,1,0,0,4,0,36,1,0
insecure-deserialize,CWE-502,0,1,0,0,1,9,7,364,4.26,0,0,0,7,1,0,0,0
sqli-concat,CWE-89,0,1,0,1,1,8,11,379,2.54,1,0,1,7,0,7,1,0
path-traversal,CWE-22,1,0,0,1,0,3,26,219,4.42,1,0,1,5,0,39,1,1
xss-unescaped,CWE-79,0,0,1,0,0,19,12,239,1.82,0,1,0,0,0,35,0,0
insecure-deserialize,CWE-502,0,0,1,0,0,8,13,161,3.65,1,1,0,10,1,23,0,0
path-traversal,CWE-22,0,0,1,0,0,10,30,120,4.21,1,0,0,2,0,42,0,1
path-traversal,CWE-22,1,0,1,0,0,20,7,192,3.04,1,1,0,1,1,45,1,1
path-traversal,CWE-22,1,0,0,0,0,9,12,28,4.07,0,0,0,10,0,41,0,1
hardcoded-secret,CWE-798,0,1,1,0,0,11,17,308,1.81,1,1,0,10,0,30,0,0
path-traversal,CWE-22,0,0,1,0,0,17,26,320,2.1,0,1,0,5,1,18,0,0
sqli-concat,CWE-89,1,0,0,0,1,1,28,289,3.62,0,1,0,2,0,13,0,1
sqli-concat,CWE-89,0,1,0,0,0,11,5,305,4.18,1,1,0,2,1,25,1,0
xss-unescaped,CWE-79,0,0,1,0,0,3,26,204,2.86,0,1,0,6,0,28,1,0
insecure-deserialize,CWE-502,0,0,1,0,0,17,28,163,2.22,0,0,1,8,0,13,1,0
ssrf-request,CWE-918,0,1,1,0,0,18,7,25,1.65,1,1,0,1,0,38,1,0
ssrf-request,CWE-918,1,0,1,0,0,18,15,182,4.22,0,0,1,1,1,41,0,0
insecure-deserialize,CWE-502,0,0,0,0,1,16,8,346,4.27,0,0,0,1,1,24,0,0
xss-unescaped,CWE-79,1,0,1,0,0,3,3,27,3.28,0,1,0,1,0,4,0,1
xss-unescaped,CWE-79,1,0,0,0,0,12,16,348,1.69,1,1,0,6,0,41,1,1
insecure-deserialize,CWE-502,0,0,0,0,0,14,29,235,3.34,0,0,0,7,1,13,1,0
path-traversal,CWE-22,1,0,0,0,0,19,3,124,2.87,0,0,0,10,0,28,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,11,2,369,3.1,0,1,0,10,0,14,0,0
sqli-concat,CWE-89,0,1,0,0,0,9,17,291,2.03,0,0,0,7,0,30,0,0
insecure-deserialize,CWE-502,0,0,1,0,0,8,24,161,3.72,0,0,0,9,1,34,0,0
ssrf-request,CWE-918,0,0,1,0,1,3,15,165,3.49,1,0,0,6,0,26,1,0
xss-unescaped,CWE-79,1,0,1,0,0,18,20,156,1.69,0,1,0,2,1,3,0,0
ssrf-request,CWE-918,0,0,1,0,0,13,12,74,2.59,1,1,1,2,0,18,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,10,15,338,3.08,1,1,1,10,0,15,1,0
sqli-concat,CWE-89,1,0,1,0,0,2,23,72,2.46,1,1,0,6,0,2,1,1
hardcoded-secret,CWE-798,1,0,1,0,0,7,27,376,3.37,0,0,1,2,0,7,1,0
insecure-deserialize,CWE-502,1,0,1,1,0,8,21,150,2.16,1,0,0,6,0,2,1,0
sqli-concat,CWE-89,0,1,1,0,0,2,13,81,3.34,0,0,0,10,0,24,0,0
hardcoded-secret,CWE-798,0,0,1,1,0,11,13,269,3.79,0,1,1,2,0,40,1,0
ssrf-request,CWE-918,1,0,0,0,0,4,25,254,4.29,1,1,1,6,1,35,1,1
path-traversal,CWE-22,0,1,0,0,0,18,19,138,4.03,1,1,1,9,1,32,1,0
insecure-deserialize,CWE-502,0,0,0,0,0,17,18,107,3.17,1,0,0,5,1,15,1,0
hardcoded-secret,CWE-798,0,0,0,0,0,2,3,134,3.19,0,0,0,8,1,39,0,0
path-traversal,CWE-22,0,1,0,1,1,8,8,96,3.19,0,0,1,0,0,13,0,0
ssrf-request,CWE-918,1,0,0,0,0,9,1,40,2.67,1,0,0,4,1,25,0,1
sqli-concat,CWE-89,1,0,1,0,0,19,22,282,3.01,1,1,0,10,1,10,0,0
insecure-deserialize,CWE-502,0,1,1,0,0,20,19,31,3.98,1,0,0,8,0,40,0,0
path-traversal,CWE-22,0,1,0,0,0,20,16,102,4.1,0,0,0,7,0,14,1,0
hardcoded-secret,CWE-798,0,0,0,0,1,9,25,333,1.61,1,1,0,2,0,26,1,0
ssrf-request,CWE-918,0,0,0,1,0,17,8,292,4.17,1,0,0,5,1,49,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,18,24,188,2.32,0,0,0,1,0,23,0,1
xss-unescaped,CWE-79,0,0,1,0,0,7,23,345,2.29,0,0,0,2,0,41,0,0
hardcoded-secret,CWE-798,0,1,1,0,0,17,20,26,3.43,0,0,0,8,1,44,1,0
xss-unescaped,CWE-79,1,0,1,0,0,1,26,107,3.95,0,1,1,8,1,50,1,0
ssrf-request,CWE-918,1,0,0,0,0,1,28,180,2.97,1,0,0,10,1,33,0,1
sqli-concat,CWE-89,0,0,0,0,0,1,27,65,1.83,0,0,1,2,0,0,0,1
ssrf-request,CWE-918,1,0,0,0,0,10,4,258,3.01,1,1,0,0,1,25,0,1
insecure-deserialize,CWE-502,1,0,0,0,0,12,12,133,3.03,1,0,0,4,0,11,0,1
hardcoded-secret,CWE-798,0,0,0,0,0,12,30,291,4.25,1,1,0,4,1,18,1,0
path-traversal,CWE-22,0,1,1,0,0,9,17,156,1.96,0,0,0,4,0,6,0,0
sqli-concat,CWE-89,1,0,0,0,0,1,24,240,2.88,0,0,0,1,1,39,0,1
hardcoded-secret,CWE-798,0,0,1,0,0,6,7,132,3.82,0,1,0,8,1,7,0,0
hardcoded-secret,CWE-798,0,0,1,0,0,9,15,395,4.11,0,1,0,9,1,45,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,5,18,386,2.95,0,0,0,8,0,7,0,1
path-traversal,CWE-22,0,1,0,0,1,4,19,63,2.89,0,1,0,2,0,19,1,0
insecure-deserialize,CWE-502,0,1,1,0,0,13,8,371,1.92,1,0,0,6,1,47,0,0
path-traversal,CWE-22,1,0,0,0,0,18,30,173,2.39,0,1,1,9,0,37,1,0
insecure-deserialize,CWE-502,0,1,1,1,0,7,8,121,3.98,1,0,0,8,0,19,1,0
insecure-deserialize,CWE-502,0,1,0,0,0,11,29,305,1.59,0,1,0,5,1,4,0,0
sqli-concat,CWE-89,0,1,0,0,0,17,11,358,2.95,1,1,0,1,0,11,1,0
xss-unescaped,CWE-79,0,1,0,0,0,12,15,112,2.78,0,1,1,10,0,25,0,0
sqli-concat,CWE-89,1,0,1,1,0,4,4,236,1.5,0,1,0,5,1,22,1,0
insecure-deserialize,CWE-502,1,0,0,0,0,11,2,291,2.58,0,0,1,3,0,43,0,1
hardcoded-secret,CWE-798,1,0,1,0,1,11,15,295,2.9,0,1,0,1,0,48,1,0
insecure-deserialize,CWE-502,0,1,0,0,1,7,14,217,4.44,0,1,0,8,1,30,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,2,13,312,3.4,1,0,0,4,0,44,1,1
insecure-deserialize,CWE-502,0,0,0,0,0,4,11,120,4.17,1,1,0,3,1,24,0,1
xss-unescaped,CWE-79,0,0,0,0,0,10,22,199,3.83,0,0,0,0,1,39,1,0
ssrf-request,CWE-918,0,0,0,0,0,13,7,372,3.03,1,1,0,10,1,9,0,0
ssrf-request,CWE-918,0,1,0,0,1,5,21,76,3.0,1,0,1,6,1,12,0,0
sqli-concat,CWE-89,0,0,0,0,0,4,11,178,1.91,0,0,1,8,0,9,0,0
sqli-concat,CWE-89,1,0,1,1,0,3,6,370,2.28,0,0,0,2,0,31,0,0
xss-unescaped,CWE-79,0,0,1,0,0,8,24,115,1.66,1,1,1,0,0,17,0,0
path-traversal,CWE-22,1,0,0,0,0,2,7,34,2.68,1,0,0,0,1,38,0,1
xss-unescaped,CWE-79,1,0,1,0,0,14,26,250,2.65,1,0,0,3,0,17,1,1
xss-unescaped,CWE-79,0,1,1,0,0,6,16,88,3.68,0,0,0,5,0,6,1,0
ssrf-request,CWE-918,0,1,0,0,0,3,3,96,3.08,1,0,1,6,1,15,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,3,27,118,2.9,1,0,0,5,0,32,1,1
insecure-deserialize,CWE-502,0,0,0,0,0,9,10,229,3.28,1,1,1,8,1,44,0,0
sqli-concat,CWE-89,1,0,1,0,0,5,15,282,3.0,0,0,0,2,0,39,1,1
sqli-concat,CWE-89,0,1,0,0,0,10,10,92,1.58,0,0,0,5,1,6,0,0
ssrf-request,CWE-918,1,0,1,0,0,7,22,167,3.02,0,0,0,6,1,19,1,0
path-traversal,CWE-22,1,0,0,0,0,6,11,154,3.72,0,1,0,9,0,18,1,0
path-traversal,CWE-22,1,0,0,0,0,14,6,202,4.08,1,1,1,0,0,9,0,1
path-traversal,CWE-22,1,0,1,0,0,12,8,43,2.29,0,1,0,0,0,50,1,0
ssrf-request,CWE-918,0,1,0,1,0,20,15,166,1.69,0,1,0,1,1,49,0,0
ssrf-request,CWE-918,0,0,0,0,0,17,27,143,3.5,1,0,1,6,0,25,1,1
insecure-deserialize,CWE-502,1,0,0,0,0,18,19,45,1.63,0,1,0,2,1,33,1,0
sqli-concat,CWE-89,1,0,0,0,0,7,9,289,2.68,0,1,1,7,0,23,0,0
path-traversal,CWE-22,1,0,1,0,0,14,18,33,2.38,0,0,0,10,0,50,1,0
ssrf-request,CWE-918,1,0,1,1,0,19,29,66,2.25,0,1,0,5,0,18,1,0
path-traversal,CWE-22,1,0,0,1,0,9,22,262,3.24,0,0,0,4,0,14,0,0
